Event	ID	Name			Wwise Object Path	Notes
	328487306	Player_stopwallrunning			\Default Work Unit\Movement\Player_stopwallrunning	
	332624362	Bullet_Flight			\Default Work Unit\Combat\Bullet_Flight	
	405241043	Play_FS_Metal			\Default Work Unit\Movement\Footsteps\Play_FS_Metal	
	501485854	Grunt_burst			\Default Work Unit\Combat\Grunt_burst	
	513644559	ComboOver			\Default Work Unit\Combat\ComboOver	
	857770058	Play_FS_Enemy			\Default Work Unit\Movement\Footsteps\Play_FS_Enemy	
	875847605	ComboTwo			\Default Work Unit\Combat\ComboTwo	
	909711491	Play_BillboardNoise			\Default Work Unit\Ambience\Play_BillboardNoise	
	991466503	ComboOne			\Default Work Unit\Combat\ComboOne	
	1010055213	Enemy_Hit			\Default Work Unit\Combat\Enemy_Hit	
	1305133589	Player_jump			\Default Work Unit\Movement\Player_jump	
	1373464935	ComboThree			\Default Work Unit\Combat\ComboThree	
	1445849350	Kunai_Throw			\Default Work Unit\Combat\Kunai_Throw	
	1766533624	Play_ProjectileHitOther			\Default Work Unit\Combat\Play_ProjectileHitOther	
	1928192825	Play_FS_MetalWet			\Default Work Unit\Movement\Footsteps\Play_FS_MetalWet	
	2134301282	Player_wallrunning			\Default Work Unit\Movement\Player_wallrunning	
	2278868614	StopAllBuFlights			\Default Work Unit\Combat\StopAllBuFlights	
	2380299862	Play_AC			\Default Work Unit\Ambience\Play_AC	
	2394582229	Player_dash			\Default Work Unit\Movement\Player_dash	
	2725920228	Katana_Swing			\Default Work Unit\Combat\Katana_Swing	
	2838936948	Play_Rain			\Default Work Unit\Ambience\Play_Rain	
	3009755888	Play_MainTheme			\Default Work Unit\Music\Play_MainTheme	
	3083087645	Player_Death			\Default Work Unit\Combat\Player_Death	
	3205957598	Play_WinningScreen			\Default Work Unit\Music\Play_WinningScreen	
	3629196698	Player_land			\Default Work Unit\Movement\Player_land	
	4079089048	Play_AmbienceWind			\Default Work Unit\Ambience\Play_AmbienceWind	

Game Parameter	ID	Name			Wwise Object Path	Notes
	2828409398	DopplerParam			\Default Work Unit\DopplerParam	

Effect plug-ins	ID	Name	Type				Notes
	31841406	Time Stretch (Custom)	Wwise Time Stretch			
	1588715066	Echoes_Linear	Wwise Delay			
	2667647788	Single_Band_1Khz_Wide	Wwise Parametric EQ			
	4239446561	Dual_Filters_Narrow_Bandwidth	Wwise Parametric EQ			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	2700219	Player_death1	C:\Users\Neico\Documents\GitHub\Infiltrator\Infiltrator_WwiseProject\.cache\Windows\SFX\Player_death1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Combat\Player_death\Player_death1		192096
	9922241	FS_player_metal1	C:\Users\Neico\Documents\GitHub\Infiltrator\Infiltrator_WwiseProject\.cache\Windows\SFX\FS_player_metal1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Movement\Footsteps\FS_Metal\FS_player_metal1		16094
	17528126	EnemyPain4	C:\Users\Neico\Documents\GitHub\Infiltrator\Infiltrator_WwiseProject\.cache\Windows\SFX\EnemyPain4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Grunt_Pain\EnemyPain4		75902
	30904411	EnemyPain5	C:\Users\Neico\Documents\GitHub\Infiltrator\Infiltrator_WwiseProject\.cache\Windows\SFX\EnemyPain5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Grunt_Pain\EnemyPain5		75902
	49437999	DropAfterJumpFall	C:\Users\Neico\Documents\GitHub\Infiltrator\Infiltrator_WwiseProject\.cache\Windows\SFX\DropAfterJumpFall3new_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Movement\JumpFall_Land\DropAfterJumpFall		21852
	50718732	Katana_Swing1	C:\Users\Neico\Documents\GitHub\Infiltrator\Infiltrator_WwiseProject\.cache\Windows\SFX\Katana_Swing1_F6A1D474.wem		\Actor-Mixer Hierarchy\Default Work Unit\Combat\Katana\Katana_Swing\Katana_Swing1		30732
